smiles,elastic_modulus_ave
*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)cc1,2.7284173333333337
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*,2.8227713333333337
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C,2.820187
*Oc1ccc(cc1)C(c1ccc(cc1)OCC(C*)O)(C)C,3.0932486666666668
*CC1CC(*)OC(CCC)O1,3.503383
*Oc1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,2.7344303333333335
*Oc1cccc(S(=O)(=O)c2ccc(*)cc2)c1,3.532831
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,2.4914613333333335
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c(*)c(C)c4)cc3C)cc2)cc1,3.696946333333333
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,2.6900360000000005
*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,2.701363333333333
*c1ccc(-c2nc3cc4nc(*)oc4cc3o2)cc1,2.3046729999999997
*CCOCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,2.815773666666667
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,2.592798
*CCCCCCOC(=O)Nc1ccc(C)c(NC(=O)OCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c1,2.985916
*CS*,3.3072209999999997
*CCCSS*,3.16091
*Sc1ccc(cc1)*,2.3262816666666666
*Oc1ccc(Sc2ccc(OC(*)=O)cc2)cc1,2.847306666666667
*OC(=O)CCC(=O)OCC*,5.083672
*CCCCOC(=O)CCC(=O)O*,4.496498
*OC(=O)CCCCCCCCC(=O)OCC*,3.2060823333333337
*CCCCCCOC(=O)CCCCCCCCC(=O)O*,3.5768910000000003
*OC(=O)c1ccc(cc1)C(=O)OCC*,2.7231973333333332
*OC(=O)c1cc(ccc1)C(=O)OCC*,3.427354
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*)(C)C,1.969462
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)*)(C)C,3.0159939999999996
*OC(=O)c1cc2c(cc1)ccc(c2)C(=O)OCC*,2.2071686666666666
*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCC*,2.3648253333333336
*CCCCOC(=O)CCCCC(=O)O*,4.146833
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,2.324301666666667
*CCOC(=O)c1cccc2c(C(=O)O*)cccc12,2.855348
*CCOC(=O)c1ccc(C(=O)O*)c2ccccc12,3.3124626666666668
*CCCCCC(=O)O*,3.604899999999999
